input,output,hint,weight,color
chit hō,chit hō,,713,
chit hō,只号,,622,
chit hō,只號,,622,
chit hō,此号,,621,
chit hō,此號,,621,
chit jiah,chit-jiah,,713,
chit jiah,只跡,,622,
chit jiah,此跡,,621,
chit khoán,chit khoán,,731,
chit khoán,只欵,,640,
chit khoán,此欵,,639,
chit kóa,chit kóa,,713,
chit kóa,只卦,,620,
chit kóa,此卦,,619,
chit lō,chit hō,,709,
chit lō,只号,,618,
chit lō,只號,,618,
chit lō,此号,,617,
chit lō,此號,,617,
chit má,chit-má,,739,
chit má,只馬,,648,
chit má,此馬,,647,
chit pêng,chit pêng,,727,
chit pêng,只平,,636,
chit pêng,此平,,635,
chit sì lâng,chit sì lâng,,709,
chit sì lâng,chit-sì-lâng,,713,
chit sì lâng,只世人,,622,
chit sì lâng,此世人,,621,
chit sî,chit sî,,700,
chit sî,只時,,802,
chit sî,此時,,801,
chit tah,chit tah,,713,
chit tah,只搭,,622,
chit tah,此搭,,621,
chit ê,chit ê,,736,
chit ê,只个,,642,
chit ê,此个,,641,
chiu,chiu,,0,
chiu,周,,489,
chiu,州,,507,
chiu,洲,,483,
chiu,珠,,286,
chiu,週,,80,
chiuh,chiuh,,0,
chiuhⁿ,chiuhⁿ,,0,
chiu̍h,chiu̍h,,0,
chiu̍hⁿ,chiu̍hⁿ,,0,
chiuⁿ,Chiuⁿ,,700,
chiuⁿ,chiuⁿ,,700,
chiuⁿ,樟,,67,
chiuⁿ,漳,,75,
chiuⁿ,章,,835,
chiuⁿ ló,chiuⁿ-ló,,713,
chiuⁿ ló,樟腦,,822,
chiuⁿ ló͘,樟腦,,809,
chiuⁿ phó͘,Chiuⁿ-phó͘,,700,
chiuⁿ phó͘,樟普,,808,
chiuⁿ phó͘,漳浦,,809,
chià,chià,,0,
chià,借,,480,
chià,蔗,,80,
chià,藉,,80,
chià khió,藉口,,809,
chià kháu,chià-kháu,,700,
chià kháu,藉口,,809,
chià khó͘,chià-khó͘,,700,
chià khó͘,藉口,,809,
chià phō͘,chià-phō͘,,700,
chià phō͘,蔗廍,,801,
chiàm,chiàm,,713,
chiàm,佔,,98,
chiàm,占,,878,
chiàm khoân,chiàm-khoân,,700,
chiàm khoân,僣權,,808,
chiàm khoân,僭權,,807,
chiàm khoân,占權,,809,
chiàm koân,chiàm-koân,,700,
chiàm koân,僣權,,808,
chiàm koân,僭權,,807,
chiàm koân,占權,,809,
chiàn,chiàn,,0,
chiàn,戰,,499,
chiàn,濺,,90,
chiàn,荐,,496,
chiàn,薦,,498,
chiàn,𢧐,,95,
chiàn cheng,chiàn-cheng,,713,
chiàn cheng,戰爭,,822,
chiàn sòaⁿ,chiàn-sòaⁿ,,713,
chiàn sòaⁿ,戰線,,822,
chiàn sū,chiàn-sū,,700,
chiàn sū,戰事,,809,
chiàn tàu,chiàn-tàu,,700,
chiàn tàu,戰閗,,805,
chiàn tàu,戰鬥,,806,
chiàn tò͘,chiàn-tò͘,,700,
chiàn tò͘,戰閗,,805,
chiàn tò͘,戰鬥,,806,
chiàng,chiàng,,0,
chiàng,將,,493,
chiàng,障,,477,
chiàng châi,chiàng-châi,,700,
chiàng châi,將才,,800,
chiàng gāi,chiàng-gāi,,709,
chiàng gāi,障碍,,818,
chiàu,chiàu,,737,
chiàu,照,,907,
chiàu,詔,,68,
chiàu an,Chiàu-an,,700,
chiàu an,詔安,,809,
chiàu khí kang,chiàu khí-kang,,713,
chiàu khí kang,照起工,,822,
chiàu kò͘,chiàu-kò͘,,730,
chiàu kò͘,照顧,,839,
chiàu kóng,chiàu kóng,,713,
chiàu kóng,照講,,822,
chiàu kū,chiàu kū,,713,
chiàu kū,照舊,,822,
chiàu lûn,chiàu lûn,,700,
chiàu lûn,chiàu-lûn,,713,
chiàu lûn,照輪,,822,
chiàu si̍t,chiàu-si̍t,,713,
chiàu si̍t,照實,,822,
chiàu ûn,chiàu ûn,,700,
chiàu ûn,照云,,809,
chiàuⁿ,chiàuⁿ,,0,
chiàⁿ,chiàⁿ,,731,
chiàⁿ,正,,886,
chiàⁿ chhiú,chiàⁿ-chhiú,,727,
chiàⁿ chhiú,正手,,836,
chiàⁿ chhiú pêng,chiàⁿ-chhiú pêng,,727,
chiàⁿ chhiú pêng,正手平,,636,
chiàⁿ chong,chiàⁿ-chong,,700,
chiàⁿ chong,正宗,,809,
chiàⁿ káng,chiàⁿ-káng,,727,
chiàⁿ káng,正港,,836,
chiàⁿ oat,chiàⁿ-oat,,713,
chiàⁿ oat,正挖,,822,
chiàⁿ pêng,chiàⁿ-pêng,,727,
chiàⁿ pêng,正平,,636,
chiàⁿ thóng,chiàⁿ-thóng,,713,
chiàⁿ thóng,正統,,822,
chiàⁿ tng sî,chiàⁿ tng sî,,700,
chiàⁿ tng sî,正當時,,800,
chiá,chiá,,0,
chiá,者,12+49,989,
chiám,chiám,,0,
chián,chián,,0,
chián,踐,,491,
chián liú,chián-liú,,700,
chián liú,剪鈕,,809,
chián liú á,chián-liú-á,,713,
chián liú á,剪鈕仔,,822,
chiáng,chiáng,,700,
chiáng,奬,,800,
chiáng,掌,,473,
chiáng ak,chiáng-ak,,700,
chiáng ak,掌握,,800,
chiáng kim,chiáng-kim,,709,
chiáng kim,奬金,,618,
chiáng lē,chiáng-lē,,700,
chiáng lē,奬勵,,809,
chiáu,chiáu,,700,
chiáu,鳥,,849,
chiáu chiah,chiáu-chiah,,700,
chiáu chiah,鳥隻,,809,
chiáu á,chiáu-á,,727,
chiáu á,鳥仔,,836,
chiáu á siū,chiáu-á siū,,713,
chiáu á siū,鳥仔壽,,622,
chiáuⁿ,chiáuⁿ,,0,
chiáⁿ,chiáⁿ,,713,
chiáⁿ,汫,,878,
chiáⁿ chúi káng,Chiáⁿ-chúi-káng,,700,
chiáⁿ chúi káng,汫水港,,809,
chiâ,chiâ,,0,
chiâm,chiâm,,0,
chiâm,潛,,495,
chiâm,潜,,491,
chiân,chiân,,0,
chiân,前,,486,
chiân,錢,,495,
chiân sin,chiân-sin,,700,
chiân sin,前身,,809,
chiân thê,chiân-thê,,700,
chiân thê,前提,,809,
chiân thêng,chiân-thêng,,713,
chiân thêng,前程,,822,
chiân tiân,Chiân-tiân,,700,
chiân tiân,前田,,809,
chiân tiāu,chiân-tiāu,,700,
chiân tiāu,前兆,,809,
chiân têng,chiân-têng,,713,
chiân têng,前程,,822,
chiâng,chiâng,,0,
chiâu,chiâu,,727,
chiâu,樵,,687,
chiâu chn̂g,chiâu-chn̂g,,727,
chiâu chn̂g,樵全,,636,
chiâu ûn,chiâu-ûn,,713,
chiâu ûn,樵云,,618,
chiâuⁿ,chiâuⁿ,,0,
chiâⁿ,chiâⁿ,,737,
chiâⁿ,成,,901,
chiâⁿ,誠,,707,
chiâⁿ chò,chiâⁿ chò,,700,
chiâⁿ chò,成做,,809,
chiâⁿ chòe,chiâⁿ chòe,,700,
chiâⁿ chòe,成做,,809,
chiò,chiò,,0,
chiò,照,,298,
chiòng,chiòng,,700,
chiòng,众,,99,
chiòng,將,,493,
chiòng,衆,,855,
chiòng,障,,477,
chiòng châi,chiòng-châi,,700,
chiòng châi,將才,,800,
chiòng gāi,chiòng-gāi,,713,
chiòng gāi,障碍,,822,
chiòng lâng,chiòng lâng,,727,
chiòng lâng,衆人,,836,
chiò͘,chiò͘,,0,
chió,chió,,730,
chió,少,,875,
chió hè,chió hè,,709,
chió hè,少歲,,816,
chió hòe,chió hòe,,713,
chió hòe,少歲,,820,
chió sò͘,chió-sò͘,,713,
chió sò͘,少數,,822,
chióng,chióng,,734,
chióng,奬,,800,
chióng,掌,,473,
chióng,種,,869,
chióng chióng,chióng-chióng,,700,
chióng chióng,種種,,809,
chióng kim,chióng-kim,,713,
chióng kim,奬金,,622,
chióng lē,chióng-lē,,700,
chióng lē,奬勵,,809,
chió͘,chió͘,,0,
chiô,chiô,,0,
chiông,chiông,,0,
chiông,从,,95,
chiông,從,,504,
chiô͘,chiô͘,,0,
chiù,chiù,,0,
chiù,呪,,77,
chiù,咒,,81,
chiù,詋,,72,
chiù chó͘,chiù-chó͘,,700,
chiù chó͘,咒詛,,809,
chiù chōa,chiù-chōa,,727,
chiù chōa,咒咀,,836,
chiù tāng chōa,chiù tāng chōa,,700,
chiù tāng chōa,咒重咀,,809,
chiùⁿ,chiùⁿ,,700,
chiùⁿ,醬,,825,
chiùⁿ,障,,277,
chiú,chiú,,736,
chiú,守,,289,
chiú,酒,,891,
chiú chéⁿ,Chiú-chéⁿ,,700,
chiú chéⁿ,酒井,,809,
chiú chùi,chiú-chùi,,713,
chiú chùi,酒醉,,822,
chiú kan,chiú-kan,,700,
chiú kan,酒矸,,809,
chiú kan á,chiú kan-á,,713,
chiú kan á,酒矸仔,,822,
chiú khui á,chiú khui-á,,700,
chiú khui á,酒開仔,,809,
chiú koán,chiú-koán,,700,
chiú koán,酒舘,,809,
chiú poe,chiú-poe,,700,
chiú poe,酒杯,,809,
chiúⁿ,Chiúⁿ,,713,
chiúⁿ,chiúⁿ,,700,
chiúⁿ,掌,,273,
chiúⁿ,槳,,815,
chiúⁿ,蔣,,848,
chiû,chiû,,0,
chiûⁿ,chiûⁿ,,0,
chiûⁿ,裳,,283,
chiā,Chiā,,713,
chiā,chiā,,0,
chiā,藉,,80,
chiā,謝,,628,
chiām,chiām,,0,
chiām,暫,,494,
chiām chiām,chiām-chiām,,731,
chiām chiām,漸漸,,840,
chiām sî,chiām-sî,,713,
chiām sî,暫時,,822,
chiān,chiān,,0,
chiān,濺,,90,
chiān,賤,,490,
chiān,踐,,491,
chiāng,chiāng,,0,
chiāu,chiāu,,0,
chiāuⁿ,chiāuⁿ,,0,
chiāⁿ,chiāⁿ,,700,
chiāⁿ,淨,,815,
chiă,chiă,,0,
chiă,者,,690,
chiă,者,12+49,989,
chiăm,chiăm,,0,
chiăn,chiăn,,700,
chiăng,chiăng,,0,
chiău,chiău,,0,
chiăuⁿ,chiăuⁿ,,0,
chiăⁿ,chiăⁿ,,0,
chiō,chiō,,0,
chiōng,chiōng,,0,
chiō͘,chiō͘,,0,
chiŏ,chiŏ,,0,
chiŏng,chiŏng,,0,
chiŏ͘,chiŏ͘,,0,
chiũⁿ,上,,298,
chiū,chiū,,700,
chiū,就,,830,
chiū sī,chiū sī,,700,
chiū sī,就是,,809,
chiūⁿ,chiūⁿ,,731,
chiūⁿ,上,,916,
chiūⁿ,癢,,858,
chiūⁿ chhia,chiūⁿ chhia,,713,
chiūⁿ chhia,上車,,822,
chiūⁿ pak,chiūⁿ pak,,713,
chiūⁿ pak,上北,,822,
chiūⁿ tâng,chiūⁿ tâng,,700,
chiūⁿ tâng,上銅,,609,
chiŭ,chiŭ,,0,
chiŭⁿ,chiŭⁿ,,0,
chi̍h,chi̍h,,713,
chi̍h,折,,299,
chi̍h,舌,,868,
chi̍hⁿ,chi̍hⁿ,,0,
chi̍p,chi̍p,,0,
chi̍p,寂,,502,
chi̍p,籍,,296,
chi̍p,集,,502,
chi̍p thoân,chi̍p-thoân,,700,
chi̍p thoân,集團,,809,
chi̍p thé,chi̍p-thé,,713,
chi̍p thé,集体,,822,
chi̍p thé,集體,,822,
chi̍t,chi̍t,,754,
chi̍t,一,,887,
chi̍t ba̍k nih,chi̍t ba̍k-nih,,700,
chi̍t ba̍k nih,一目哖,,609,
chi̍t ba̍k nih á,chi̍t ba̍k-nih-á,,713,
chi̍t ba̍k nih á,一目哖仔,,622,
chi̍t chām á,chi̍t chām-á,,727,
chi̍t chām á,chi̍t-chām-á,,713,
chi̍t chām á,一斬仔,,635,
chi̍t chām á,一鏨仔,,636,
chi̍t khùn,chi̍t khùn,,713,
chi̍t khùn,一困,,822,
chi̍t khùn á,chi̍t khùn-á,,713,
chi̍t khùn á,chi̍t-khùn-á,,700,
chi̍t khùn á,一困仔,,822,
chi̍t kóa,1 kóa,,729,
chi̍t kóa,chi̍t kóa,,729,
chi̍t kóa,一卦,,638,
chi̍t pah,chi̍t pah,,727,
chi̍t pah,一百,,836,
chi̍t sut sut á,chi̍t sut-sut-á,,713,
chi̍t sut sut á,chi̍t-sut-sut-á,,700,
chi̍t sut sut á,一戌戌仔,,622,
chi̍t sut á,chi̍t sut-á,,727,
chi̍t sut á,chi̍t-sut-á,,713,
chi̍t sut á,一戌仔,,636,
chi̍t sì kè,chi̍t sì-kè,,713,
chi̍t sì kè,一四界,,622,
chi̍t sì kòe,chi̍t sì-kòe,,713,
chi̍t sì kòe,一四界,,622,
chi̍t sì lâng,1 sì lâng,,713,
chi̍t sì lâng,chi̍t sì lâng,,713,
chi̍t sì lâng,chi̍t-sì-lâng,,727,
chi̍t sì lâng,一世人,,836,
chi̍t sî,chi̍t sî,,732,
chi̍t sî,一時,,841,
chi̍t tiám,1 tiám,,727,
chi̍t tiám,chi̍t tiám,,727,
chi̍t tiám,一点,,835,
chi̍t tiám,一點,,836,
chi̍t tiám á,chi̍t tiám-á,,727,
chi̍t tiám á,chi̍t-tiám-á,,713,
chi̍t tiám á,一点仔,,835,
chi̍t tiám á,一點仔,,836,
chi̍t tiô,1 tiô,,713,
chi̍t tiô,chi̍t tiô,,713,
chi̍t tiô,一趒,,822,
chi̍t ê,1 ê,,727,
chi̍t ê,chi̍t ê,,727,
chi̍t ê,一个,,834,
chi̍t ē,1 ē,,736,
chi̍t ē,chi̍t ē,,736,
chi̍t ē,一下,,845,
chi̍t ē á,chi̍t ē-á,,713,
chi̍t ē á,一下仔,,822,
chiⁿ,chiⁿ,,700,
chiⁿ,爭,(cheⁿ),-1,
chiⁿ,精,,815,
chng,Chng,,713,
chng,chng,,727,
chng,庄,,892,
chng,磚,,81,
chng,粧,,868,
chng,莊,,828,
chng,裝,,282,
chng kha,chng-kha,,727,
chng kha,庄脚,,836,
chng thâu,chng-thâu,,700,
chng thâu,庄頭,,809,
chng tiúⁿ,chng-tiúⁿ,,700,
chng tiúⁿ,庄長,,809,
chng á,chng-á,,713,
chng á,磚仔,,822,
chngh,chngh,,0,
chn̂g,chn̂g,,0,
chn̂g,全,,287,
chn̄g,chn̄g,,713,
chn̄g,吮,,627,
chn̄g,狀,,626,
chn̆g,chn̆g,,0,
chn̍gh,chn̍gh,,0,
cho,cho,,0,
choa,choa,,0,
choah,choah,,0,
choahⁿ,choahⁿ,,0,
choai,choai,,0,
choaih,choaih,,0,
choaihⁿ,choaihⁿ,,0,
choaiⁿ,choaiⁿ,,0,
choak,choak,,0,
choan,choan,,738,
choan,專,,918,
choan,磚,,81,
choan bûn,choan-bûn,,713,
choan bûn,專門,,822,
choan choan,choan-choan,,700,
choan choan,專專,,809,
choan kang,choan-kang,,727,
choan kang,專工,,836,
choan lī,choan-lī,,700,
choan lī,專利,,809,
choan sim,choan-sim,,700,
choan sim,專心,,809,
choan tióng,choan-tióng,,700,
choan tióng,專長,,809,
choang,choang,,0,
choat,choat,,0,
choat,撮,,488,
choa̍h,choa̍h,,0,
choa̍h,咀,7+8,969,
choa̍h,絶,,287,
choa̍hⁿ,choa̍hⁿ,,0,
choa̍ih,choa̍ih,,0,
choa̍ihⁿ,choa̍ihⁿ,,0,
choa̍k,choa̍k,,0,
choa̍t,choa̍t,,0,
choa̍t,絕,,96,
choa̍t,絶,,487,
choa̍t chêng,choa̍t-chêng,,700,
choa̍t chêng,絶情,,800,
choa̍t tùi,choa̍t-tùi,,729,
choa̍t tùi,絶對,,829,
choaⁿ,choaⁿ,,0,
choe,choe,,0,
choeh,choeh,,709,
choeh,節,,844,
choeh khùi,choeh-khùi,,700,
choeh khùi,節氣,,800,
choehⁿ,choehⁿ,,0,
choe̍h,choe̍h,,700,
choe̍h,截,,815,
choe̍hⁿ,choe̍hⁿ,,0,
choeⁿ,choeⁿ,,0,
choh,choh,,700,
choh,作,,835,
choh chhân,choh chhân,,713,
choh chhân,作田,,822,
choh sit,choh-sit,,727,
choh sit,作嗇,,636,
choh sit,作穡,,635,
chok,chok,,0,
chok,作,,488,
chok chiá,chok-chiá,,713,
chok chiá,作者,,822,
chok gia̍p,chok-gia̍p,,700,
chok gia̍p,作業,,809,
chok phín,chok-phín,,713,
chok phín,作品,,822,
chom,chom,,0,
chom,箴,,85,
chong,chong,,0,
chong,妝,,78,
chong,宗,,473,
chong,庄,,91,
chong,粧,,492,
chong,綜,,66,
chong,縱,,95,
chong,莊,,497,
chong,裝,,482,
chong,踪,,107,
chong,蹤,,98,
chong cho̍k,chong-cho̍k,,700,
chong cho̍k,宗族,,809,
chong ha̍p,chong-ha̍p,,700,
chong ha̍p,綜合,,809,
chong hông,chong-hông,,700,
chong hông,裝潢,,809,
chong kàu,chong-kàu,,713,
chong kàu,宗敎,,821,
chong kàu,宗教,,822,
chop,chop,,0,
choài,choài,,0,
choàiⁿ,choàiⁿ,,0,
choàn,choàn,,0,
choàng,choàng,,0,
choái,choái,,0,
choáiⁿ,choáiⁿ,,0,
choán,choán,,700,
choán,轉,,645,
choán chîⁿ,choán chîⁿ,,700,
choán chîⁿ,轉錢,,609,
choán lûn,choán-lûn,,700,
choán lûn,轉輪,,809,
choán piàn,choán-piàn,,713,
choán piàn,轉變,,822,
choán ta̍t,choán-ta̍t,,700,
choán ta̍t,轉達,,809,
choán ōaⁿ,choán-ōaⁿ,,713,
choán ōaⁿ,轉換,,822,
choáng,choáng,,0,
choâi,choâi,,0,
choâiⁿ,choâiⁿ,,0,
choân,choân,,736,
choân,全,,906,
choân,泉,,487,
choân chiu,Choân-chiu,,713,
choân chiu,泉州,,822,
choân pō͘,choân-pō͘,,713,
choân pō͘,全部,,813,
choân sim,choân-sim,,700,
choân sim,全心,,801,
choâng,choâng,,0,
choāi,choāi,,0,
choāiⁿ,choāiⁿ,,0,
choān,choān,,700,
choāng,choāng,,0,
choăi,choăi,,0,
choăiⁿ,choăiⁿ,,0,
choăn,choăn,,0,
choăng,choăng,,0,
cho̍h,cho̍h,,700,
cho̍h,弋,,615,
cho̍h,昨,,278,
cho̍h ji̍t,cho̍h-·ji̍t,,713,
cho̍h ji̍t,昨日,,822,
cho̍k,cho̍k,,0,
cho̍k,族,,489,
cho̍k,昨,,478,
cho̍k,浊,,74,
cho̍k,濁,,483,
cho̍k kûn,cho̍k-kûn,,700,
cho̍k kûn,族群,,809,
cho̍p,cho̍p,,0,
cho̤̍h,絶,,287,
cho̍͘h,cho̍͘h,,0,
cho̍͘hⁿ,cho̍͘hⁿ,,0,
cho̤,cho̤,,0,
cho̤e,cho̤e,,0,
cho̤eh,cho̤eh,,0,
cho̤h,cho̤h,,0,
cho̤m,斟,,78,
cho̤m,箴,,85,
cho̤m,針,,494,
cho̤̍eh,cho̤̍eh,,0,
cho̤̍h,cho̤̍h,,0,
cho͘,Cho͘,,700,
cho͘,cho͘,,727,
cho͘,組,,887,
cho͘,鄒,,805,
cho͘ chit,cho͘-chit,,700,
cho͘ chit,組織,,809,
cho͘ ha̍p,cho͘-ha̍p,,713,
cho͘ ha̍p,組合,,822,
cho͘ tiúⁿ,cho͘-tiúⁿ,,713,
cho͘ tiúⁿ,組長,,822,
cho͘h,cho͘h,,0,
cho͘hⁿ,cho͘hⁿ,,0,
cho͘ⁿ,cho͘ⁿ,,0,
chu,Chu,,713,
chu,chu,,713,
chu,書,,848,
chu,朱,,848,
chu,猪,,92,
chu,珠,,486,
chu,粢,,71,
chu,茲,,499,
chu,諸,,488,
chu,齊,,78,
chu bī,chu-bī,,713,
chu bī,滋味,,822,
chu goân,chu-goân,,713,
chu goân,資源,,822,
chu kat,Chu-kat,,700,
chu kat,諸葛,,809,
chu keh,chu-keh,,713,
chu keh,資格,,822,
chu liāu,chu-liāu,,713,
chu liāu,資料,,822,
chu láng,chu-láng,,700,
chu láng,書籠,,801,
chu lô san,Chu-lô-san,,700,
chu lô san,諸羅山,,809,
chu lūi,chu-lūi,,700,
chu lūi,珠淚,,809,
chu pún,chu-pún,,713,
chu pún,資本,,822,
chu sán,chu-sán,,700,
chu sán,資産,,809,
chu á,chu-á,,713,
chu á,珠仔,,822,
chuh,chuh,,0,
chui,chui,,0,
chui,錐,,487,
chui,隹,,78,
chui,鵻,,69,
chuih,chuih,,0,
chuihⁿ,chuihⁿ,,0,
chuiⁿ,chuiⁿ,,0,
chuiⁿ,磚,,81,
chun,chun,,0,
chun,尊,,502,
chun,窀,,93,
chun,蹲,,93,
chun,遵,,493,
chun chhûn,chun-chhûn,,713,
chun chhûn,尊存,,822,
chun chhûn,尊𢙨,,821,
chun giâm,chun-giâm,,713,
chun giâm,尊嚴,,822,
chun kèng,chun-kèng,,713,
chun kèng,尊敬,,822,
chun siú,chun-siú,,713,
chun siú,遵守,,822,
chun tiōng,chun-tiōng,,727,
chun tiōng,尊重,,836,
chut,chut,,0,
chut,卒,,501,
chut,捽,,87,
chut gia̍p,chut-gia̍p,,700,
chut gia̍p,卒業,,809,
chu̍h,chu̍h,,0,
chu̍ih,chu̍ih,,0,
chu̍ihⁿ,chu̍ihⁿ,,0,
chu̍t,chu̍t,,0,
chu̍t,捽,,87,
chu̍t,朮,,100,
chu̍t,术,,98,
chu̍t,秫,,94,
chu̍t bí,chu̍t-bí,,713,
chu̍t bí,朮米,,821,
chu̍t bí,术米,,822,
chṳ,chṳ,,0,
chṳ,書,,289,
chṳ,粢,,71,
chṳ,茲,,499,
chṳ,諸,,488,
chṳ,齊,,78,
chṳh,chṳh,,0,
chṳihⁿ,chṳihⁿ,,0,
chṳiⁿ,chṳiⁿ,,0,
chṳn,chṳn,,0,
chṳt,chṳt,,0,
chà,chà,,0,
chà,乍,3+47+,979,
chà,炸,,68,
chà,祚,,87,
chài,chài,,735,
chài,chài-,,713,
chài,再,,828,
chài,再,23+67,987,
chài,載,,890,
chài chián,chài-chián,,700,
chài hōe,chài-hōe,,713,
chài hōe,再會,,818,
chài kiàn,chài-kiàn,,700,
chài kiàn,再見,,809,
chài pán,chài-pán,,700,
chài pán,再板,,808,
chài pán,再版,,809,
chài sè,chài-sè,,700,
chài sè,再世,,805,
chàiⁿ,chàiⁿ,,0,
chàm,chàm,,0,
chàn,chàn,,713,
chàn,層,,860,
chàn,棧,,78,
chàn,讃,,502,
chàn,賛,,860,
chàn,賛,23+,1008,
chàn bí,chàn-bí,,700,
chàn bí,賛美,,809,
chàn siaⁿ,chàn-siaⁿ,,713,
chàn siaⁿ,賛声,,821,
chàn siaⁿ,賛聲,,822,
chàn sêng,chàn-sêng,,727,
chàn sêng,賛成,,836,
chàng,chàng,,0,
chàng,綜,,66,
chàu,chàu,,0,
chàu,奏,,284,
chàu kha,chàu-kha,,727,
chàu kha,灶脚,,836,
chàuⁿ,chàuⁿ,,0,
chàⁿ,chàⁿ,,0,
chá,chá,,734,
chá,早,,904,
chá,鮓,,69,
chá bān,chá-bān,,727,
chá bān,早慢,,836,
chá chêng,chá-chêng,,700,
chá chêng,早前,,800,
chá khí,chá-khí,,729,
chá khí,早起,,838,
chá tǹg,chá-tǹg,,727,
chá tǹg,早頓,,836,
chái,chái,,0,
chái,再,23+67,987,
chái,怎,,70,
chái,載,,488,
chái khí,chái-khí,,729,
chái khí,早起,,838,
cháiⁿ,cháiⁿ,,700,
cháiⁿ,怎,,70,
cháiⁿ,指,,855,
cháiⁿ,載,,488,
chám,chám,,713,
chám,斬,,878,
chám che̍h,chám-che̍h,,700,
chám che̍h,斬截,,809,
chám chháu tn̄g kin,chám chháu tn̄g kin,,700,
chám chháu tn̄g kin,斬草斷根,,809,
chám chháu tn̄g kun,chám chháu tn̄g kun,,700,
chám chháu tn̄g kun,斬草斷根,,809,
chám choe̍h,chám-choe̍h,,700,
chám choe̍h,斬截,,809,
chám jiân,chám-jiân,,700,
chám jiân,斬然,,809,
chám thâu,chám thâu,,700,
chám thâu,斬頭,,808,
chán,chán,,727,
chán,賛,,707,
chán,賛,23+,1008,
cháng,cháng,,700,
cháng,棕,,655,
cháng,緫,,105,
cháng,縂,,103,
cháng,總,,307,
cháu,cháu,,741,
cháu,爪,,67,
cháu,走,,916,
cháu cheng,cháu-cheng,,727,
cháu cheng,走爭,,636,
cháu chhia,cháu chhia,,713,
cháu chhia,走車,,822,
cháu chhē,cháu chhē,,709,
cháu chhē,走尋,,818,
cháu chhōe,cháu chhōe,,713,
cháu chhōe,走尋,,822,
cháu chông,cháu-chông,,727,
cháu chông,走崇,,636,
cháu hoán,cháu hoán,,700,
cháu hoán,走反,,809,
cháu thiàu,cháu-thiàu,,713,
cháu thiàu,走跳,,822,
cháuⁿ,cháuⁿ,,0,
cháⁿ,cháⁿ,,0,
cháⁿ,斬,,94,
châ,châ,,0,
châi,châi,,0,
châi,才,,506,
châi,材,,502,
châi,財,,497,
châi bū,châi-bū,,700,
châi bū,財務,,809,
châi chêng,châi-chêng,,713,
châi chêng,才情,,822,
châi goân,châi-goân,,700,
châi goân,財源,,809,
châi liāu,châi-liāu,,713,
châi liāu,材料,,822,
châi lêng,châi-lêng,,700,
châi lêng,才能,,809,
châi sán,châi-sán,,713,
châi sán,財産,,822,
châi thoân,châi-thoân,,713,
châi thoân,財團,,822,
châi tiāu,châi-tiāu,,713,
châi tiāu,才調,,822,
châiⁿ,châiⁿ,,0,
châiⁿ,前,,286,
châm,châm,,0,
chân,chân,,729,
chân,層,,884,
chân chhù,chân-chhù,,700,
chân chhù,層次,,809,
châng,châng,,729,
châng,叢,,880,
châng,欉,,881,
châu,châu,,700,
châu,巢,,660,
châu chn̂g,châu-chn̂g,,700,
châu chn̂g,巢全,,609,
châu ûn,châu-ûn,,700,
châu ûn,巢云,,605,
châuⁿ,châuⁿ,,0,
châⁿ,châⁿ,,0,
chãi,侢,,66,
chãi,再,23+67,987,
chãi,在,,496,
chãi thang,chãi thang,,700,
chãi thang,侢通,,808,
chãi thang,再通,,809,
chãm,斬,,94,
chæ,chæ,,0,
chæh,chæh,,0,
chæ̀,chæ̀,,0,
chæ̂,chæ̂,,0,
chæ̆,chæ̆,,0,
chæ̍h,chæ̍h,,0,
chè,chè,,713,
chè,乍,,79,
chè,債,,838,
chè,制,,486,
chè,済,12+3+5,984,
chè,濟,12+3+5,989,
chè,祭,,282,
chè,製,,483,
chè chhit,chè-chhit,,700,
chè chhit,晬七,,808,
chè chhit,濟七,,809,
chè chok,chè-chok,,713,
chè chok,製作,,822,
chè chō,chè-chō,,713,
chè chō,製造,,822,
chè gōa,chè-gōa,,700,
chè gōa,晬外,,808,
chè gōa,濟外,,809,
chè hān,chè-hān,,700,
chè hān,制限,,809,
chè tēng,chè-tēng,,713,
chè tēng,制定,,822,
chè tō͘,chè-tō͘,,713,
chè tō͘,制度,,822,
chèng,chèng,,730,
chèng,众,,99,
chèng,政,,484,
chèng,正,,487,
chèng,症,,499,
chèng,種,,875,
chèng,衆,,855,
chèng,証,,505,
chèng,證,,508,
chèng bêng,chèng-bêng,,713,
chèng bêng,証明,,822,
chèng chhek,chèng-chhek,,700,
chèng chhek,政策,,809,
chèng choh,chèng-choh,,700,
chèng choh,種作,,809,
chèng gī,chèng-gī,,700,
chèng gī,正義,,805,
chèng hú,chèng-hú,,727,
chèng hú,政府,,836,
chèng keng,chèng-keng,,713,
chèng keng,正經,,822,
chèng khak,chèng-khak,,713,
chèng khak,正確,,822,
chèng khoân,chèng-khoân,,700,
chèng khoân,政權,,809,
chèng koân,chèng-koân,,700,
chèng koân,政權,,809,
chèng kì,chèng-kì,,713,
chèng kì,証据,,821,
chèng kì,証據,,822,
chèng kù,chèng-kù,,709,
chèng kù,証据,,817,
chèng kù,証據,,818,
chèng lâng,chèng lâng,,729,
chèng lâng,衆人,,838,
chèng sek,chèng-sek,,727,
chèng sek,正式,,836,
chèng sit,正式,,809,
chèng siâng,chèng-siâng,,713,
chèng siâng,正常,,822,
chèng siông,chèng-siông,,727,
chèng siông,正常,,836,
chèng su,chèng-su,,713,
